4942844313,1,1,1,1
5679880641,0,0,0,0
5603012500,0,1,1,1
5603012501,1,1,1,1
4573976769,0,1,0,1
5678858062,0,1,0,1
5679880640,0,0,0,1
5026294129,0,1,1,1
4802463785,1,1,0,1
4942947677,1,1,1,1
5682796106,0,1,1,1
4576658511,0,1,1,0
4575904780,0,1,1,1
5681231421,0,0,0,0
5272003146,0,1,1,1
5601904001,0,1,1,1
4779881179,1,1,1,1
5601904002,0,0,0,1
5680716362,0,1,1,1
4975503019,0,1,0,1
5678024481,0,0,0,0
5680920071,0,0,0,1
5680739019,0,1,0,1
5171916974,0,1,1,1
5678997027,0,1,1,1
5677674698,0,0,1,1
5680739017,0,1,1,0
5680739018,0,1,0,1
5680920070,0,1,0,0
5682533788,0,0,0,0
5679914512,0,0,0,1
5167891977,0,0,0,1
5574987356,1,1,1,1
5167891974,1,0,0,1
5680008765,0,1,1,1
5681723305,0,0,0,0
5188919584,1,1,1,1
5336958752,1,1,1,1
4802563152,0,0,0,0
5188919583,1,1,1,1
4802563153,0,0,0,1
5679625356,0,1,0,1
5678351907,0,0,0,0
4575904778,1,1,1,1
5682543134,0,0,0,1
5681813331,0,0,1,1
5680842047,0,1,1,1
5680842048,0,0,0,1
4840361555,0,1,1,1
5677330308,0,0,0,1
5486374551,1,1,1,1
5680285412,0,0,1,1
5677776690,0,0,1,1
4974103968,1,1,1,1
5678795615,0,0,0,1
5488013363,0,0,0,1
5221657538,0,0,0,1
5681285258,0,0,0,0
5221657539,0,0,0,1
4838972497,0,1,1,1
5681297299,0,0,0,1
5681297298,0,1,0,1
5676852240,0,1,1,1
5307005129,0,1,0,1
4643003891,0,0,0,0
5678707075,0,1,1,1
4545019781,0,0,0,1
4803354428,0,1,0,1
5307005128,0,0,0,1
4545019785,0,1,0,1
4545019784,1,1,1,1
4573976771,1,1,1,1
5677619803,0,1,1,1
5677572690,0,0,0,0
4775903703,0,0,0,1
5677619800,0,0,0,1
5680983693,0,1,0,1
5459300179,1,1,1,1
5459300177,1,1,1,1
5502549351,1,1,1,1
5068874261,1,1,1,1
5502549350,0,0,0,1
4623613269,1,1,1,1
5676993890,0,0,0,1
4644166650,1,1,1,1
5678657954,1,1,1,1
5678657956,0,1,0,1
4575146316,0,1,0,0
4972768566,0,0,0,1
5681675180,0,0,0,0
5680665978,0,1,0,1
5502549349,0,1,1,1
5680665979,0,1,0,0
4613456018,1,1,1,1
5678428935,0,0,1,1
5282715894,1,1,1,1
5681779781,0,0,0,0
5268848202,0,0,0,1
5676932884,0,0,0,1
5677924214,0,0,0,1
5679107109,0,0,0,1
5679828013,0,0,0,0
5682886117,1,1,1,1
5679107108,0,0,0,0
4611353006,0,1,1,0
4611353005,0,1,1,1
4990925956,0,1,1,0
5679487163,0,0,0,0
4974455014,0,0,0,1
5680914201,0,0,0,1
5681081280,0,0,0,0
5263234740,1,1,1,1
5263234741,0,0,0,1
5681117783,0,0,0,0
5433013172,0,0,0,1
5680019403,0,0,1,0
5678138429,0,0,0,1
5301453093,1,1,0,1
5680219945,0,1,1,1
4787388497,1,1,0,1
4801998962,1,1,1,1
4787388496,1,1,1,1
4787388499,0,0,0,0
4989123437,1,1,1,1
5678449024,0,0,0,0
5263616134,1,1,1,1
4640506948,1,1,1,1
4779425749,0,0,0,1
5028361129,1,1,1,1
5027404921,0,1,0,1
5682124708,0,1,1,1
5682124706,0,0,1,1
5680927539,0,1,0,1
5678795652,0,0,0,1
5678795653,0,1,0,1
5678795655,0,0,0,0
5678601500,0,1,1,1
